Account Name,City,Address,County State,Zip Code,Min of Latitude,Min of Longitude
INTEGRITY ONE TECHNOLOGIE,INDIANAPOLIS,801 N CAPITOL AVENUE,Marion IN,46204,39.7784402,-86.1607586
INTER-CONTINENTAL GEAR & BRAKE,PLAINFIELD,923 WHITAKER RD,Hendricks IN,46168,39.69479359,-86.34904377
INTERIOR SUPPLY,INDIANAPOLIS,6312 SOUTHEASTERN AVE,Marion IN,46203,39.73127675,-86.05603506
INTERSTATE BATTERIES,INDIANAPOLIS,6848 EAST 21ST ST,Marion IN,46219,39.7969485,-86.04913777
IPALCO,MARTINSVILLE,4040 BLUE BLUFF RD,Morgan IN,46151,39.48422761,-86.41740318
IPC EAGLE CORPORATION,BURNSVILLE,12450 OLIVER AVE S,Dakota MN,55337,,
IRISH DANCE TEACHERS ASSOC OF MID A,INDIANAPOLIS,10 S WEST STREET,Marion IN,46204,39.76707333,-86.16720975
IRISH MECHANICAL SERVICES,INDIANAPOLIS,7008 EAST 43RD ST,Marion IN,46226,39.83484215,-86.04497545
IRON MOUNTAIN,INDIANAPOLIS,6120 CHURCHMAN BY-PASS,Marion IN,46203,39.713311,-86.060078
IRON MOUNTAIN,INDIANAPOLIS,7901 WEST 21ST ST,Marion IN,46214,39.79361556,-86.30090081
IRON MOUNTAIN,INDIANAPOLIS,8257-8259 ZIONSVILLE RD,Marion IN,46268,39.9062984,-86.2622369
IUPUI CANCER RESEARCH INS,INDIANAPOLIS,1044 W WALNUT STREET,Marion IN,46202,39.77742242,-86.177871
IVY TECH COMM COLLEGE,KOKOMO,1912 TRIALON COURT,Howard IN,46901,40.50366485,-86.1036673
IWIS DRIVE SYSTEMS LLC,INDIANAPOLIS,8266 ZIONSVILLE RD,Marion IN,46268,39.9061132,-86.2608242
IWIS DRIVE SYSTEMS LLC,WHITESTOWN,3581 S 450E,Boone IN,46075,,
J & F DISTRIBUTING C,INDIANAPOLIS,3070 LAFAYETTE ROAD,Marion IN,46222,39.81061875,-86.22271807
J & J WOODCRAFTERS,THORNTOWN,2416 NORTH STATE ROAD 75,Boone IN,46071,,
J & S PRECISION AG INC,RICHLAND,300 S OAK STREET,Van Buren IA,52588,41.182217,-91.99283
J L WALTER,INDIANAPOLIS,2099 MONTCALM ST,Marion IN,46202,39.7950369,-86.1793065
J R NEWBY,MARION,1800 WEST 4TH STREET,Grant IN,46952,40.55779,-85.683556
J R NEWBY,MARION,405 HENDERSON AVE,Grant IN,46952,40.56372988,-85.682657
J&M WHOLESALE PALLET LIQUIDATION,DANVILLE,190 OLD FARM RD,Hendricks IN,46122,39.76396112,-86.49707407
J&N FEED SUPPLY CO,BAINBRIDGE,312 W MAIN STREET,Putnam IN,46105,39.76121568,-86.81480572
J&N METAL PRODUCTS LLC,BRAZIL,33N COUNTY ROAD 250W,Clay IN,47834,,
J.E.T. TRANSITINC,LEAVENWORTH,6400 EINDUSTRIAL DR,Crawford IN,47137,,
JACKSON JENNINGS COOP,SEYMOUR,1004 W TIPTON,Jackson IN,47274,,
JACKSON MERRITT,CARTHAGE,1703 E CR 2100N,Hancock IL,62321,,
JACKSON STRIPING,RENSSELAER,1020 E EGER ROAD,Jasper IN,47978,,
JACOB'S FAMILY ORCHARD LLC,NEW CASTLE,4676 N CR 75W,Henry IN,47362,39.999561,-85.398983
JAMADI A DISTRIBUTORS LLC,SEYMOUR,5756 N COUNTY ROAD 1075E,Jackson IN,47274,,
JAMES H SCHLATTER,MULBERRY,5665 W CR 700N,Clinton IN,46058,,
JAMES RAMSEY,FRANKFORT,3817 W CR500S,Clinton IN,46041,,
JANKE SEEDS & SERVICE LLC,HIXTON,W 13809 PIT ROAD,Jackson WI,54635,,
JARDAN HOME BRAND,FISHERS,9999 E 121ST,Hamilton IN,46037,39.963085,-85.991255
JARED TOLZIN,DESMET,20861 HWY 25,Kingsbury SD,57231,44.360229,-97.552447
JARMAN CONSTRUCTION & REPAIR,FRANKFORT,4265 W CR 300 N,Clinton IN,46041,,
JASON BORMUTH,BLUFFTON,1662 CR 33,Allen OH,45817,40.899849,-83.849487
JAVO BEVERAGE COMPANY,INDIANAPOLIS,5600 W RAYMOND STREET,Marion IN,46241,39.73582,-86.25534
JEFFERY C KOCH,OLDENBURG,5305 STOCKPILE ROAD,Franklin IN,47036,39.379671,-85.227443
JEREMY SMITH,BLOOMINGTON,7875 W ELWREN RD,Monroe IN,47403,,
JIMENEZ MR DISCOUNT,COLUMBUS,652 N GLADSTONE AVE,Bartholomew IN,47201,39.205908,-85.894862
JIMENEZ MR DISCOUNT,INDIANAPOLIS,6425 ENGLISH AVENUE,Marion IN,46219,39.76017105,-86.0568157
JIT SERVICES INC,INDIANAPOLIS,5136 WEST 81ST ST,Marion IN,46268,39.9012557,-86.247637
JJJ CONTAINER SERVICES LLC,MORRISTOWN,707 INDUSTRIAL DRIVE,Shelby IN,46161,39.675349,-85.680635
JMI MECHANICAL SVCS INC,INDIANAPOLIS,5610 DIVIDEND DR,Marion IN,46241,39.7396062,-86.25667135
JOBSITE SUPPLY INC,INDIANAPOLIS,1940 W OLIVER AVE,Marion IN,46221,,
JOBSITE SUPPLY INC,INDIANAPOLIS,624 S MISSOURI ST,Marion IN,46225,39.758831,-86.1661833
JOHN A STAGGY,HOMER,7004 W 250S,Rush IN,46146,,
JOHN HAYWARD,VICKSBURG,13523 EAST W AVENUE,Kalamazoo MI,49097,,
JOHN L CLARK,LEBANON,5350 W SR32,Boone IN,46052,,
JOHN TYNAN,ZIONSVILLE,2705 S COUNTY RD 875 E,Boone IN,46077,40.002851,-86.298267
JOHNSON COUNTY MAINTENANCE,FRANKLIN,1091 HOSPITAL RD,Johnson IN,46131,39.47821791,-86.0655845
JOHNSON EXCAVATING,CLARKS HILL,2105 S CO RD 930W,Tippecanoe IN,47930,,
JOHNSON MELLOH INC,INDIANAPOLIS,10330 E PROSPECT ST,Marion IN,46239,39.75636215,-85.98356919
JOHNSON MELLOH INC,INDIANAPOLIS,5925 STOCKBERGER PL,Marion IN,46241,39.7190105,-86.26350522
JOHNSON MEMORIAL HOSPITAL,FRANKLIN,1125 W JEFFERSON ST,Johnson IN,46131,39.4783195,-86.0763155
JOHNSON SEED,WESTBROOK,26743 C.R. 7,Cottonwood MN,56174,,
JOINK LLC,TERRE HAUTE,1050 COLLEGE AVENUE,Vigo IN,47807,39.455689,-87.40271976
JOINK LLC,TERRE HAUTE,834 S. 10TH ST,Vigo IN,47805,39.45804549,-87.40298373
JON THOMPSON,BROOKSTON,7765 W SR 18,White IN,47923,,
JON ZEEB,GREENVILLE,1208 JOSHU CT,Bond IL,62246,38.90585241,-89.39534788
JONAS PRODUCTIONS,FOUNTAINTOWN,8606 N 700 W,Shelby IN,46130,39.647683,-85.911839
JONES AND FRANK CORP,INDIANAPOLIS,5460 VICTORY DR,Marion IN,46203,39.70320615,-86.073529
JONES AND FRANK CORP,INDIANAPOLIS,57 GASOLINE ALLEY,Marion IN,46222,39.76854557,-86.234202
JORDAN MUXFELDT,BEAMAN,410 CENTER STREET,Grundy IA,50609,42.22120906,-92.82582827
JORDANS CAR CARE,CLOVERDALE,1 WEST STARDUST RD,Putnam IN,46120,39.526054,-86.80343
JUPITER ALUMINUM,FAIRLAND,205 CAREY STREET,Shelby IN,46126,39.583249,-85.858912
JUPITER ALUMINUM CORP,HAMMOND,1745 165TH ST,Lake IN,46320,41.595773,-87.48694552
JUST ADD WATER BOATS LLC,INDIANAPOLIS,234 S FRANKLIN RD,Marion IN,46219,39.7696462,-86.02774653
JUST FOR GRANITE LLC,INDIANAPOLIS,5277 EMCO DR,Marion IN,46220,39.87393959,-86.07962031
JUST LIFT IT SALES INC,GREENWOOD,207 MYERS STREET,Johnson IN,46184,39.54855861,-86.0853211
JUST PACKAGING,INDIANAPOLIS,3835 E 21ST ST,Marion IN,46218,39.79616436,-86.10214843
JW MARRIOT,INDIANAPOLIS,10 S WEST ST.,Marion IN,46204,39.76707333,-86.16720975
JX TRUCK CENTER,INDIANAPOLIS,4255 S HARDING ST,Marion IN,46217,39.70301095,-86.18582497
K & D BENNETT FARMS LLC,KNOX,3820 E 200N,Starke IN,46534,,
K PAUL,INDIANAPOLIS,6230 CORPORATE DR,Marion IN,46278,39.8679685,-86.26642075
K&N,PLAINFIELD,1025 S COLUMBIA RD,,,,
K&W TRUCKING LLC,RENSSELAER,2863 E STATE ROAD 114,Jasper IN,47978,,
KAMAN FLUID POWER LLC,FORT WAYNE,213 WEST WAYNE STREET,Allen IN,46802,41.0778078,-85.1414358
KAMIC CORPORATION,COLUMBUS,6345 S INWOOD DR,Bartholomew IN,47201,39.142422,-85.949712
KAMPS PALLETS,INDIANAPOLIS,1905 S BELMONT AVENUE,Marion IN,46221,39.74118353,-86.19653084
KAMPS PALLETS,INDIANAPOLIS,217 SOUTH BELMONT,,,39.76319796,-86.19676263
KAPPEL FARMS,AVON,9597 E CR 100S,Hendricks IN,46123,,
KAUFFMAN ENGINEERING,LEBANON,701 RANSDELL ROAD,Boone IN,46052,40.04375998,-86.48366872
KEG LOGISTICS LLC,INDIANAPOLIS,4312 WEST MINNESOTA STREET,Marion IN,46241,39.74439495,-86.23552078
KEHE,ELLETTSVILLE,8101 WEST STATE RD 46,Monroe IN,47429,39.246882,-86.653285
KEISER FARMS,CLARKS HILL,9610 E SOUTH COUNTY LINE ROAD,Tippecanoe IN,47930,40.216135,-86.722893
KELLEY BROTHERS HARDWARE,INDIANAPOLIS,3131 N FRANKLIN RD,Marion IN,46226,39.81385966,-86.02666952
KELLEY BROTHERS HARDWARE,INDIANAPOLIS,8424 E 33RD ST,Marion IN,46226,39.81663282,-86.01986761
KELLEY ENGINEERING LLC,BROOKSTON,3367 W 1150S,White IN,47923,,
KELLY CONSTRUCTION,LAFAYETTE,PO BOX 4158,Tippecanoe IN,47903,,
KEMPER FARMS,LAFAYETTE,5710 EAST 700S,Tippecanoe IN,47909,40.316573,-86.795442
KEN MAIER INC,STUTTGART,612 E 22ND,Arkansas AR,72160,34.479013,-91.544006
KENCO PPC HOLDINGS LLC,INDIANAPOLIS,202 S BELMONT AVENUE,Marion IN,46222,39.7634191,-86.19697881
KENDALL FARM,SEYMOUR,10497 N SR 11,Jackson IN,47274,,
KENNETH BOVA,INDIANAPOLIS,4565 GUION ROAD,Marion IN,46254,39.8381727,-86.22959905
KENNY GLASS,COLUMBUS,5240 N US 31E,Bartholomew IN,47201,,
KENNY GLASS,COLUMBUS,5240 N US HWY 31,Bartholomew IN,47201,,
KENNY GLASS,SEYMOUR,107 SOUTH PARK ST,Jackson IN,47274,38.95902227,-85.88315445
KENTUCKIANA/YIT,LOUISVILLE,4092 MCCOLLUM COURT,Jefferson KY,40218,,
KEP ELECTRIC INC,INDIANAPOLIS,3313 S ARLINGTON AVENUE,Marion IN,46203,39.7173759,-86.06282948
KERKHOFF ASSOCIATES,OTTERBEIN,301 S KIRKWOOD AVE,Benton IN,47970,,
KERKHOFF ASSOCIATES,OTTERBEIN,302 S KERWOOD DRIVE,Benton IN,47970,,
KETER NORTH AMERICA,ANDERSON,6435 S SCATTERFIELD RD,Madison IN,46013,40.049074,-85.655377
KEYSTONE COOPERATIVE  INC,INDIANAPOLIS,770 N HIGH SCHOOL ROAD,Marion IN,46214,39.77531546,-86.27099793
KEYSTONE COOPERATIVE INC,RUSHVILLE,885 N HENDERSON ROAD,Rush IN,46173,39.624172,-85.501677
KGBC LIQUIDATIONS LLC,INDIANAPOLIS,1925 S SHELBY STREET,Marion IN,46203,39.741026,-86.13858
KID GLOVE SERVICE,INDIANAPOLIS,2900 N SHADELAND,Marion IN,46219,39.808674,-86.04834
KID GLOVE SERVICE,INDIANAPOLIS,4750 KENTUCKY AVE,Marion IN,46241,39.7007941,-86.26535407
KID GLOVE SERVICE,INDIANAPOLIS,9307 E 56TH,Marion IN,46216,39.854562,-86.002727
KIHM METAL TECHNOLOGIES,BRAZIL,301 N MURPHY AVENUE,Clay IN,47834,39.532418,-87.107936
KING DISTRIBUTION,INDIANAPOLIS,2200 S TIBBS,Marion IN,46241,39.735145,-86.217048
KINNEY PAPER & CHEMICAL,COLUMBUS,1340 12TH ST,Bartholomew IN,47201,39.211027,-85.909356
KINSER JENSEN,GREENE,2945 MARCH AVENUE,Butler IA,50636,42.930079,-92.790484
KISER AG CO,SILVER LAKE,101 PINE STREET,Shawnee KS,66539,39.104926,-95.85492
KL MAINTENANCE LLC,MARTINSVILLE,5760 MASON LANE,Morgan IN,46151,,
KLINGE COATING,INDIANAPOLIS,5001 E PROSPECT ST,Marion IN,46203,,
KLMA INDIANA,INDIANAPOLIS,805 S GIRLS SCHOOL RD,Marion IN,46231,39.75444518,-86.28888932
KLMA INDIANA LLC,INDIANAPOLIS,5710 W RAYMOND ST,Marion IN,46241,39.73573827,-86.25922131
"KLOSTERMAN BAKERY, INC",INDIANAPOLIS,5867 CHURCHMAN AVE,Marion IN,46203,39.70586534,-86.06207298
"KLOSTERMAN BAKERY, INC",MORRISTOWN,2618 HIGHWAY 52,Shelby IN,46161,39.682954,-85.732062
KMG PRINT,KOKOMO,2832 BOULEVARD PLACE,Howard IN,46902,40.4633282,-86.09147337
KN PLATECH AMERICA CORPORATION,SHELBYVILLE,1755 MCCALL DRIVE,Shelby IN,46176,39.5517645,-85.7834516
KNAUF INSULATION,ALBION,1000 E NORTH ST,Calhoun MI,49224,42.2527623,-84.74039143
KNAUF INSULATION,ALBION,809 NORTH CLARK ST,Calhoun MI,49224,42.25260624,-84.73668973
KNAUF INSULATION,FOREST PARK,5265 OLD DIXIE HWY,Clayton GA,30297,33.61169655,-84.38241114
KNAUF INSULATION,HAGERSTOWN,11841 NEWGATE BLVD,Washington MD,21740,39.641134,-77.784476
KNAUF INSULATION,INWOOD,4812 TABLER STATION RD,Berkeley WV,25428,39.4028138,-78.02212864
KNAUF INSULATION,MCGREGOR,3000 JUDITH ROAD,McLennan TX,76657,,
KNAUF INSULATION,MCGREGOR,3663 S LONE STAR PKWY,McLennan TX,76657,,
KNAUF INSULATION,SHASTA LAKE,3100 ASHBY RD,Shasta CA,96019,40.658237,-122.388633
KNAUF INSULATION,SHELBYVILLE,1 KNAUF DR,Shelby IN,46176,39.533389,-85.775431
KNAUF INSULATION,SHELBYVILLE,400 INDUSTRIAL PARK DR,Shelby IN,46176,39.542908,-85.785262
KNAUF INSULATION,VALLEY,1394 VALLEY INDUSTRIAL BLVD,Chambers AL,36854,,
KNAUF INSULATION,VALLEY,511 FOB JAMES DRIVE,Chambers AL,36854,32.81781533,-85.20163011
KNAUF INSULATION - PLANT 1,SHELBYVILLE,400 WALKER ST,Shelby IN,46176,39.527629,-85.768286
KNAUF INSULATION - PLANT 2,LANETT,3502 43RD ST SW,Chambers AL,36863,,
KNAUF INSULATION - PLANT 3,SHELBYVILLE,100 KNAUF DR,Shelby IN,46176,39.533633,-85.773016
KND NAIL SUPPLY,INDIANAPOLIS,3250 NORTH POST ROAD,Marion IN,46226,39.81576994,-86.0099097
KNIGHT TRANSPORTATION,INDIANAPOLIS,3875 PLAINFIELD RD,Marion IN,46231,,
KOENIG EQUIPMENT INC,BLOOMINGTON,1305 W BLOOMFIELD ROAD,Monroe IN,47403,39.159943,-86.551619
KOENIG EQUIPMENT INC,BOTKINS,15213 SR 274,Butler OH,45056,40.4388019,-84.1444492
KOMPROOD SEED LLC,ORFORDVILLE,11217 W ORFORDVILLE-HANOVER RD,Rock WI,53576,42.62106,-89.221074
KONE,INDIANAPOLIS,5201 PARK EMERSON DR,Marion IN,46203,39.70723225,-86.07960018
KONICA MINOLTA,INDIANAPOLIS,2828 N EMERSON AVENUE,Marion IN,46218,39.80777495,-86.0866247
KOORSEN PROTECTION SVC,INDIANAPOLIS,2719 N ARLINGTON AVE,Marion IN,46218,39.80770945,-86.06335653
KOORSEN PROTECTION SVC,TERRE HAUTE,2810 S STATE RD63,Vigo IN,47802,,
KP ENTERPRISES INC,INDIANAPOLIS,6265 KENTUCKY AVENUE,Marion IN,46221,39.6721028,-86.29692829
KROGER COMPANY,INDIANAPOLIS,3241 N SHADELAND AVE,Marion IN,46226,39.8150821,-86.0414859
KROGER COMPANY,INDIANAPOLIS,5960 CASTLEWAY W DR,Marion IN,46250,39.903601,-86.065519
KROGER DISTRIBUTION CTR,INDIANAPOLIS,7025 ENGLISH AVE,Marion IN,46219,39.76132966,-86.04479457
KRULIK TRUCKING LLC,WINAMAC,9457 WEST SR14,Pulaski IN,46996,,
KTS HYDRAULIC & TOOL REPAIR,MOORESVILLE,4360 E STATE ROAD 144,Morgan IN,46158,,
LA GUANAJUATO GROCERY STORE #2,COLUMBUS,2710 STATE STREET,Bartholomew IN,47201,39.193398,-85.892319
LA QUINTA INN,INDIANAPOLIS,3880 W 92ND STREET,Marion IN,46268,39.91986573,-86.2273513
LA TAPATIA,LAFAYETTE,3100 CINCINNATI ST,Tippecanoe IN,47904,40.422958,-86.86161
LABCORP CENTRAL LABORATORY SERVICES,BURLINGTON,231 MAPLE AVENUE,Alamance NC,27215,36.09153203,-79.43780369
LABCORP CENTRAL LABORATORY SERVICES,DANVILLE,PO BOX 4046,Vermilion IL,61834,,
LABCORP CENTRAL LABORATORY SERVICES,GREENFIELD,671 S MERIDIAN RD,Hancock IN,46140,39.776911,-85.801331
LABCORP CENTRAL LABORATORY SERVICES,INDIANAPOLIS,8211 SCICOR DR,Marion IN,46214,39.77026665,-86.30676612
LABCORP CENTRAL LABORATORY SERVICES,PLAINFIELD,2824 AIRWEST,Hendricks IN,46168,39.6883615,-86.3460452
"LACEY FARMS, INC",MELVERN,32702 HIGHWAY K31,Osage KS,66510,38.474309,-95.637086
LAFAYETTE AUTO PLUS LLC,LAFAYETTE,480 FARABEE DRIVE,Tippecanoe IN,47905,40.41256565,-86.8521001
LAFAYETTE FORD LLC,LAFAYETTE,2051 SAGAMORE PKWY,Tippecanoe IN,47905,40.397985,-86.856174
LAFAYETTE HABITAT RESTORE,LAFAYETTE,3815 FORTUNE DRIVE,Tippecanoe IN,47905,40.4113245,-86.83815899
LAFAYETTE LOGISTICS,LAFAYETTE,3481 CONCORD ROAD,Tippecanoe IN,47905,40.36942032,-86.85700715
LAFAYETTE MATERIALS MGMT,LAFAYETTE,635 ERIE ST,Tippecanoe IN,47904,40.4231314,-86.88161993
LAFAYETTE POWDER COATING,LAFAYETTE,6247 N 775E,Tippecanoe IN,47905,,
LAFAYETTE QUALITY PRODUCT,LAFAYETTE,111 FARABEE DR,Tippecanoe IN,47905,40.41626059,-86.85200616
LAFAYETTE VENETIAN BLIND,WEST LAFAYETTE,3000 KLONDIKE RD,Tippecanoe IN,47906,40.45954435,-86.96546305
LAFAYETTE VENETIAN BLIND,WEST LAFAYETTE,PO BOX 2838,Tippecanoe IN,47906,,
LAFAYETTE WIRE PRODUCTS,LAFAYETTE,2700 CONCORD RD,Tippecanoe IN,47903,40.38912186,-86.85745863
LAFAYETTE WIRE PRODUCTS,LAFAYETTE,PO BOX 4552,Tippecanoe IN,47903,,
LAIBE CORPORATION,INDIANAPOLIS,1319 BATES ST,Marion IN,46202,39.76255875,-86.1360165
LAIBE CORPORATION,INDIANAPOLIS,1414 BATES ST,Marion IN,46201,39.76328045,-86.1353373
LAIBE CORPORATION,INDIANAPOLIS,150 S ORIENTAL ST,Marion IN,46202,39.76376255,-86.13604099
LAKE CITY POWDER COATING,KOKOMO,1257 MORGAN STREET,Howard IN,46901,40.505511,-86.115996
LAKE GLENDORA TEST FACILITY,SULLIVAN,2588 E CR 300N,Sullivan IN,47882,,
LAKESIDE BOOK COMPANY,CRAWFORDSVILLE,600 STATE ROAD 32W,Montgomery IN,47933,,
LAKESIDE BOOK COMPANY,INDIANAPOLIS,2700 N. RICHARDT AVENUE,Marion IN,46219,39.808811,-86.034886
LAKESIDE BOOK COMPANY,INDIANAPOLIS,5550 WEST 74TH ST,Marion IN,46268,39.8889464,-86.25779797
LAKESIDE BOOK COMPANY,PLAINFIELD,2151 AIRWEST BLVD,Hendricks IN,46168,39.68843419,-86.34663988
LAKESIDE BOOK COMPANY - DO NOT USE,INDIANAPOLIS,2700 N RICHARDT,Marion IN,46219,39.805964,-86.036154
LAKEVIEW CHURCH,INDIANAPOLIS,47 BEACHWAY DRIVE,Marion IN,46224,39.76662565,-86.26426314
LAMAR COMPANIES,ATLANTA,PO BOX 746966,Fulton GA,30374,,
LAMAR COMPANIES,INDIANAPOLIS,5711 W MINNESOTA,Marion IN,46241,,
LAMB FARMS,LEBANON,3490 N 500 EAST,Boone IN,46052,40.09016488,-86.37550117
LANDMARK ROOFING SYSTEM INC,INDIANAPOLIS,9333 N MERIDIAN STREET,Marion IN,46260,39.92404195,-86.15722394
LANDOLL COMPANY LLC,MARYSVILLE,1900 NORTH ST,Marshall KS,66508,39.849419,-96.636427
LANGDON BROTHERS SEED,HARTFORD CITY,3590 S 100 EAST,Blackford IN,47348,,
"LANGENDORF SUPPLY CO., INC",INDIANAPOLIS,7951 ZIONSVILLE ROAD,Marion IN,46268,39.8980706,-86.2581081
LANGHAM LOGISTICS,PLAINFIELD,650 S PERRY ROAD,Hendricks IN,46168,39.702359,-86.360574
LANGHAM LOGISTICS,WHITELAND,319 WARRIOR TRAIL,Johnson IN,46184,39.541976,-86.043976
LANSING BUILDING PRODUCTS,CARMEL,9801 MAYFLOWER PARK DRIVE,Hamilton IN,46032,39.92833523,-86.23697328
LAWLER FARMS,KIRKLIN,2723 S CR 900E,Clinton IN,46050,,
LAWLER MFG COMPANY,INDIANAPOLIS,5330 EAST 25TH ST,Marion IN,46218,39.8045472,-86.07741679
LAWRENCE COUNTY SOLID,BEDFORD,3326 MITCHELL RD,Lawrence IN,47421,38.84066737,-86.4949592
LAWSON & COMPANY,DANVILLE,1280 E MAIN ST,Hendricks IN,46122,39.75964374,-86.50331521
LAYMAN FABRICATION INC,NORTH VERNON,895 W CR 350N,Jennings IN,47265,,
LDDF INC,INDIANAPOLIS,2431 DIRECTORS ROW,Marion IN,46241,39.73215745,-86.26276042
LEBANON BERG VAULT,LEBANON,730 E ELM STREET,Boone IN,46052,40.04410368,-86.46118031
LEE SUPPLY CORP,BLOOMINGTON,1821 W 3RD ST,Monroe IN,47404,39.1639914,-86.55794859
LEE SUPPLY CORP,CARMEL,415 W CARMEL DR,Hamilton IN,46032,39.96220872,-86.13276952
LEE SUPPLY CORP,INDIANAPOLIS,5801 W 82ND ST SUITE 103,Marion IN,46278,39.9014319,-86.26308069
LEE SUPPLY CORP,INDIANAPOLIS,6610 GUION RD,Marion IN,46268,,
LEENAZ AIR LLC,INDIANAPOLIS,502 S KEYSTONE AVE,Marion IN,46201,39.759903,-86.121317
LEGACY MILLWORX LLC,BOWLING GREEN,1605 N BOWLING GREEN POLAND RD,Clay IN,47833,39.40944156,-86.97476975
LEHNEN FURNITURE & MATTRESS INC,FRANKFORT,10 N MAIN STREET,Clinton IN,46041,40.28080539,-86.51206429
LELAND WATERBOY LLC,FARMERSBURG,219 W MAIN,Sullivan IN,47850,39.254095,-87.381626
LEMAN ENGINEERING,BROOKSTON,520 E 1050S,White IN,47923,,
LEMAN ENGINEERING,OXFORD,205 N MICHIGAN ST,Benton IN,47971,,
LENEX STEEL,INDIANAPOLIS,450 E 96TH ST,Marion IN,46240,39.928352,-86.15047777
LES HAWKINS INSTALLATIONS,JAMESTOWN,235 W MILL STREET,Boone IN,46147,39.92878249,-86.63074987
LESTER SALES,INDIANAPOLIS,3131 N FRANKLIN RD,Marion IN,46226,39.81385966,-86.02666952
LESTER SALES,INDIANAPOLIS,3131 N FRANKLIN RD   SUITE C,Marion IN,46226,39.81385966,-86.02666952
LESTER SALES,INDIANAPOLIS,9228 E 33RD STREET,Marion IN,46235,39.8165509,-86.00618068
LHP TECHNOLOGIES,COLUMBUS,2020 15TH STREET DOCKS 10-12,Bartholomew IN,47201,39.21434,-85.901715
LIBERTY INDUSTRIES INVESTMENTS LLC,FILLMORE,130 E CEMETERY ROAD,Putnam IN,46128,39.67429676,-86.74854236
LIEBL AG LLC,ADA,304 5TH STREET WEST,Norman MN,56510,47.29805364,-96.5232936
LIFETOUCH,MUNCIE,301 S BUTTERFIELD DR,Delaware IN,47303,40.191101,-85.347798
LIFETOUCH,MUNCIE,601 ONTARIO DR,Delaware IN,47303,40.231463,-85.393773
LIFT A LOFT CORP,MUNCIE,9501 S CENTER RD,Delaware IN,47307,40.107438,-85.385653
LIFT A LOFT CORP,MUNCIE,PO BOX 2645,Delaware IN,47307,,
LIFT TECHNOLOGIES,WESTMINSTER,7040 S HWY 11,Oconee SC,29693,,
LIFTONE LLC,CHARLOTTE,440 E WESTINGHOUSE BLVD,Mecklenburg NC,28273,,
LIFTONE LLC,CRAWFORDSVILLE,1304 E ELMORE ST,Fountain IN,47932,40.033114,-86.883377
LIFTONE LLC,INDIANAPOLIS,5945 WEST 84TH ST,Marion IN,46278,39.9052454,-86.2650937
LIFTS INC,TERRE HAUTE,3170 N 25TH STREET,Vigo IN,47804,39.50447308,-87.3792
LIMESTONE ACQUISITION LLC,BLOOMINGTON,120 W 7TH STREET,Monroe IN,47404,39.1689485,-86.53576634
LINDA SWIHART,WEST LAFAYETTE,1738 N 500W,Tippecanoe IN,47906,,
LINDE INC,INDIANAPOLIS,1400 POLCO STREET,Marion IN,46222,39.7846119,-86.23531393
LINDE INC,MUNCIE,810 S LIBERTY,Delaware IN,47302,40.186647,-85.389419
LINEAGE LOGISTICS,LAFAYETTE,3440 CONCORD ROAD,Tippecanoe IN,47905,40.36987888,-86.85701438
LINEL SIGNATURE,MOORESVILLE,101 LINEL DR,Morgan IN,46158,39.570625,-86.385657
LIONSHEAD PRECISION METALS,GREENWOOD,1222 SOUTH GRAHAM ROAD,Johnson IN,46143,39.59966451,-86.064316
LIONSHEAD PRECISION METALS,INDIANAPOLIS,6136 E HANNA AVENUE,Marion IN,46203,39.71016125,-86.06084381
LIQUIDITY SERVICES,PLAINFIELD,1399 PERRY ROAD,,46468,39.696488,-86.355595
LITTLE BEVERAGE CO INC,ATTICA,1111 E MAIN STREET,Fountain IN,47918,40.28647192,-87.23569584
LITTLETON & SONS SAND & SUPPLY,INDIANAPOLIS,7610 LAKE RD,Marion IN,46217,39.65462915,-86.23225478
LJ STONE COMPANY,MUNCIE,9100 N WHEELING,Delaware IN,47304,40.271929,-85.432341
LK MACHINERY,EDINBURGH,600 S KYLE ST,Johnson IN,46124,39.350504,-85.96289
LOOMIS ARMORED,INDIANAPOLIS,6575 E 30TH ST,Marion IN,46219,39.80801565,-86.05399848
LORON INC,KELSO,425 HAZEL STREET,Cowlitz WA,98626,46.12589621,-122.9056088
LOVE'S TRUCK SOLUTIONS,MOORESVILLE,2491 WESTPOINT BLVD,Morgan IN,46158,,
LOVE'S TRUCK SOLUTIONS,OKLAHOMA CITY,PO BOX 26210,Oklahoma OK,73126,,
LOVETT PALLET RECYCLING,INDIANAPOLIS,217 S BELMONT AVE,Marion IN,46222,39.76319796,-86.19676263
LOWES #012,LAFAYETTE,100 N CREASY LN,Tippecanoe IN,47905,40.4187869,-86.84155531
LOWES #1135,AVON,7893 EAST US HWY #36,Hendricks IN,46123,,
LOWES #145,INDIANAPOLIS,8440 N MICHIGAN RD,Marion IN,46268,39.908474,-86.223376
LOWES #1516,COLUMBUS,3500 TENTH ST,Bartholomew IN,47201,39.210218,-85.881461
LOWES #1894,BEDFORD,3300 16TH ST,Lawrence IN,47421,38.8591093,-86.51905013
LOWES #211,MARION,2842 SOUTHWESTERN AVE,Grant IN,46953,40.535253,-85.676368
LOWES #215,TERRE HAUTE,4701 S US HWY 41,Vigo IN,47802,,
LOWES #2319,INDIANAPOLIS,4444 S EMERSON AVENUE,Marion IN,46203,39.7021941,-86.08565046
