Account Name,City,Address,County State,Zip Code,Min of Latitude,Min of Longitude
LOWES #2523,FRANKLIN,2219 N MORTON ST,Johnson IN,46131,39.50331641,-86.06909218
LOWES #2681,BROWNSBURG,630 W NORTHFIELD DR,Hendricks IN,46112,39.8592362,-86.41047995
LOWES #272,INDIANAPOLIS,8801 E 25TH ST,Marion IN,46219,39.803082,-86.0135157
LOWES #275,INDIANAPOLIS,975 BEACHWAY DR,Marion IN,46224,39.777129,-86.26613571
LOWES #2766,ZIONSVILLE,6711 WHITESTOWN PKWY,Boone IN,46077,39.9494166,-86.3416706
LOWES #288,INDIANAPOLIS,8002 N SHADELAND AVE,Marion IN,46250,39.900622,-86.046196
LOWES #357,KOKOMO,4005 S LAFOUNTAIN,Howard IN,46902,40.4396134,-86.12948606
LOWES #442,INDIANAPOLIS,8850 S MADISON AVE,Marion IN,46227,,
LOWES #634,BLOOMINGTON,350 N GATES DR,Monroe IN,47404,39.1700757,-86.57536143
LOWES #635,INDIANAPOLIS,6002 N RURAL ST,Marion IN,46220,39.86427275,-86.11831445
LOWES DISTRIBUTION #992,NORTH VERNON,1301 W  JFK DR,Jennings IN,47265,39.025235,-85.637821
LOWES FLEET #1031,ANDERSON,3335 S SCATTERFIELD RD,Madison IN,46013,40.081499,-85.654207
LOWES FLEET #116,MUNCIE,4401 W CLARA LANE,Delaware IN,47304,40.21701845,-85.438062
LOWES FLEET #1168,MOORESVILLE,851 BRIDGE ST,Morgan IN,46158,39.616362,-86.359915
LOWES FLEET #1191,NOBLESVILLE,16800 MERCANTILE BLVD,Hamilton IN,46060,40.03251155,-85.99150738
LOWES FLEET #1525,CARMEL,14598 LOWES WAY,Hamilton IN,46033,39.99912435,-86.12470263
LOWES OF NORTH VERNON #992,NORTH VERNON,1301 W JFK DR,Jennings IN,47265,39.025235,-85.637821
LOWES PRO SUPPLY,PLAINFIELD,2825 REEVES ROAD,Hendricks IN,46168,39.684359,-86.344097
LOYAL MANUFACTURING CORP,INDIANAPOLIS,525 S WEBSTER AVE,Marion IN,46219,39.75968165,-86.06218194
LPS INDUSTRIES LLC,INDIANAPOLIS,6304 BROOKVILLE ROAD,Marion IN,46219,39.756876,-86.05868
LSC,INDIANAPOLIS,6161 DECATUR BLVD,Marion IN,46241,39.67188625,-86.30463048
LSC Communications,PLAINFIELD,700 AIRTECH PKWY,Hendricks IN,46168,39.718561,-86.340627
LUCAS OIL STADIUM,INDIANAPOLIS,500 S CAPITOL AVE,Marion IN,46225,39.758934,-86.162132
LUCID THOUGH CONSULTING,TERRE HAUTE,106 COUNTRY CLUB ROAD,Vigo IN,47803,39.478077,-87.338603
LUDICROUS LIQUIDATORS,GREENWOOD,650 COMMERCE PARKWAY E,Johnson IN,46143,39.611054,-86.060039
LUDICROUS LIQUIDATORS,INDIANAPOLIS,5603 W RAYMOND STREET,Marion IN,46241,39.7352943,-86.25624738
LUIS FRESH MARKET,,8170 E 21ST STREET,Marion IN,46219,39.79665143,-86.024089
LYNN SCHOON,PALMER,61366 280TH AVENUE,Pocahontas IA,50571,42.598655,-94.56
M & K TRUCK CENTERS,INDIANAPOLIS,1401 HARDING COURT,Marion IN,46217,39.695659,-86.1834819
M & R AG SERVICES INC,MEDARYVILLE,16747 W 200N,Pulaski IN,47957,,
M & S MASONRY,MIDDLETOWN,8029 W 700 NORTH,Henry IN,47356,40.032763,-85.537399
MAB TRANSPORT LLC,KOKOMO,PO BOX 2856,Howard IN,46904,,
MAC CORPORATION,INDIANAPOLIS,4717 MASSACHUSETTS AVE,Marion IN,46218,39.80693195,-86.08807593
MACALLISTER MACHINE,INDIANAPOLIS,6300 SOUTHEASTERN AVE,Marion IN,46203,39.7346182,-86.0559556
MACALLISTER MACHINE,INDIANAPOLIS,6870 W WASHINGTON,Marion IN,46241,39.744846,-86.280802
MACALLISTER MACHINE,INDIANAPOLIS,8686 BROOKVILLE ROAD,Marion IN,46239,,
MACALLISTER MACHINE,TERRE HAUTE,20 W MARGARET AVENUE,Vigo IN,47802,39.43368022,-87.41653831
MACALLISTER MACHINERY CO.,LAFAYETTE,500 HINE DR,Tippecanoe IN,47905,40.37631695,-86.77749229
MACLELLAN INTEGRATED,LAFAYETTE,5500 SR 38 E,Tippecanoe IN,47903,,
MACLELLAN INTEGRATED,LEXINGTON,3120 WALL ST,Fayette KY,40513,38.018641,-84.5530136
MACTAC CORPORATION,COLUMBUS,2576 NORCROSS DR,Bartholomew IN,47201,39.139306,-85.949673
MACTAC CORPORATION,STOW,4560 DARROW RD,Summit OH,44224,41.18948028,-81.44053597
MADISON COUNTY CABINETS,PENDLETON,9592 W 650 S,Madison IN,46064,40.010036,-85.854476
MADISON MILLWORK,ANDERSON,707 JACKSON,Madison IN,46016,40.108493,-85.680913
MAGIC SOCCER CLUB OF INDIANA,INDIANAPOLIS,9225 W 10TH STREET,Marion IN,46234,39.77729575,-86.32556395
MAGNA DRY,LAFAYETTE,728 FARABEE COURT,Tippecanoe IN,47905,40.40994628,-86.85200838
MAGNA ELECTRIC VEH. STRUCTURES MI,KIMBALL,35 ASH DRIVE,St. Clair MI,48074,42.906167,-82.521142
MAGNETIC CONCEPTS CORP,WESTFIELD,17005 WESTFIELD PARK ROAD,Hamilton IN,46032,40.03448123,-86.13916977
MAINGATE,INDIANAPOLIS,7900 ROCKVILLE RD,Marion IN,46214,39.7671847,-86.30061815
MAINLINE CONVEYOR SYSTEMS INC,MOORESVILLE,10970 N HOLLAND DRIVE,Morgan IN,46158,39.58749808,-86.33329304
MainTECH,INDIANAPOLIS,7661 N PERIMETER RD,Marion IN,46241,39.73584079,-86.29596061
MAINTECH CORPORATION,INDIANAPOLIS,6648 S PERIMETER RD,Marion IN,46241,39.70966682,-86.28316005
MAJESTIC STONE IMPORTS,INDIANAPOLIS,1100 E MARYLAND ST,Marion IN,46202,39.7649902,-86.13944654
MAJOR MECHANIC SERVICES,INDIANAPOLIS,3015 CHASE ST,Marion IN,46217,39.72171744,-86.18563393
MAJOR TOOL,INDIANAPOLIS,1458 E 19TH ST,Marion IN,46218,39.79292675,-86.13366868
MAJOR TOOL,INDIANAPOLIS,2045 DR ANDREW BROWN AVE,Marion IN,46202,39.7943341,-86.1347923
MAKO INC,INDIANAPOLIS,1125 E BROOKSIDE AVENUE,Marion IN,46202,39.78129031,-86.13740465
MALLOW RUN WINERY,BERGERSVILLE,6964 W WHITELAND RD,Johnson IN,46106,39.549343,-86.231906
MANTRA ENTERPRISE LLC,FISHERS,12694 BALBO PLACE,Hamilton IN,46037,39.97356516,-85.9306194
MAPLE CREEK APARTMENTS,INDIANAPOLIS,3800 W. MICHIGAN,Marion IN,46222,39.774849,-86.225412
MAPLEHURST BAKERY,BROWNSBURG,50 MAPLEHURST DR.,Hendricks IN,46112,39.8617775,-86.397889
MARCUM WELDING,MORRISTOWN,500 N RANGE LINE RD,Shelby IN,46161,39.675585,-85.685432
MARIAN UNIVERSITY,INDIANAPOLIS,3200 COLD SPRING ROAD,,,39.8141847,-86.2031482
MARINE WRX LLC,DANVILLE,121 COMMERCE DR,Hendricks IN,46122,39.76032929,-86.47172891
MARION COUNTY AGRICULTURAL FAIR ASS,INDIANAPOLIS,7300 E TROY AVENUE,Marion IN,46239,39.72944835,-86.03685052
MARION COUNTY AGRICULTURAL FAIR ASS,INDIANAPOLIS,PO BOX 39225,Marion IN,46239,,
MARK LEHR,DANVILLE,1 HICKORY CT,Hendricks IN,46122,39.768839,-86.500691
MARK MILLER COMPANY LLC,SALVISA,1178 CUMMINS FERRY ROAD,Mercer KY,40372,37.875585,-84.815794
MARK ZIMMERMAN,ASHLAND,1261 TOWNSHIP RD 1106,Ashland OH,44805,40.8866076,-82.29096
MARRIOT EAST,INDIANAPOLIS,7202 E 21st ST,Marion IN,46229,39.79749398,-85.93784358
MARRIOTT EAST,INDIANAPOLIS,7202 E 21st ST,Marion IN,46219,39.796508,-86.04275857
MARTIN CAB,CLEVELAND,MARTIN SHEET METAL INC,Cuyahoga OH,44102,,
MARTIN TRANSPORTATION SYSTEMS,MARION,3104 SHERRON PLACE,Grant IN,46952,40.5617097,-85.70569876
MASBEZ LLC,FRANKFORT,509 W BARNER STREET,Clinton IN,46041,40.28614038,-86.51782332
"MASOLITE ANDERSON, LLC",ANDERSON,2415 ALEXANDRIA PIKE,Madison IN,46012,40.14167586,-85.66075546
MASTER POWER TRANSMISSION,COLUMBUSS,3300 10TH STREET,Bartholomew IN,47201,39.210152,-85.883679
MASTERCRAFT METALWORKS,FISHERS,112 SHADOWLAWN DR,Hamilton IN,46038,39.95151042,-86.04250752
MASTIN & CAIN PROPERTIES,GREENWOOD,764 N GRAHAM RD,Johnson IN,46143,39.62509565,-86.06380094
MASTIN & CAIN PROPERTIES,OPELIKA,1800 CRAWFORD RD,Lee AL,36804,32.60450143,-85.34276204
MASTIN & CAIN PROPERTIES,SHELBYVILLE,1045 N MICHIGAN RD,Shelby IN,46176,39.53427987,-85.78062607
MASTIN & CAIN PROPERTIES,WOODLAND,1400 CHURCHILL DOWNS AVE,Yolo CA,95776,38.697899,-121.7558874
MATCHLESS MACHINE & TOOL,MARTINSVILLE,55 JAMES BALDWIN DR,Morgan IN,46151,39.41124,-86.41715388
MATERIAL HANDLING EXCHANG,FRANKLIN,1001 HURRICANE ST,Johnson IN,46131,39.4901305,-86.04862309
MATERIAL HANDLING EXCHANG,INDIANAPOLIS,1800 CHURCHMAN AVENUE,Marion IN,46203,39.74262925,-86.12536902
MATERIAL HANDLING RESOURCES,CLAYTON,1716 INNOVATION BLVD,,,,
MATSON FAMILY FARM INC,BUFFALO CENTER,5749 400TH ST,Winnebago IA,50424,43.342204,-93.877459
MATTCON GENERAL CONTRACT,INDIANAPOLIS,5460 W 84th ST,Marion IN,46268,39.90711903,-86.25721672
MATTCON GENERAL CONTRACTO,WHITESTOWN,345 SOUTH BOWERS ST,Boone IN,46075,39.99409929,-86.346903
MATTHEW MASONRY,INDIANAPOLIS,4025 ROCKVILLE RD,Marion IN,46222,39.76279053,-86.23110323
MAVPAK INC,INDIANAPOLIS,5645 W 82ND STREET,Marion IN,46278,39.9009521,-86.26204503
MAXIMUS LOGISTICS SOLUTIONS LLC,LAFAYETTE,3535 BRADY LANE,Tippecanoe IN,47909,40.379627,-86.850873
MAXLITE INC,GREENWOOD,305 CHANEY AVE,Johnson IN,46143,39.618716,-86.068985
MAXLITE INC,GREENWOOD,998 GERDT COURT,Johnson IN,46143,39.604203,-86.05754682
MAXLITE INC,WESTLDWELL,12 YORK AVE,Essex NJ,7006,,
MAYES POWDER COATING LLC,WHITELAND,49 N RAILROAD STREET,Johnson IN,46184,39.550552,-86.078345
McCOMB WINDOW & DOOR CO,INDIANAPOLIS,5425 W 74TH ST,Marion IN,46268,39.88613815,-86.25671082
MCFARLING FOODS,INDIANAPOLIS,245 S FRANKLIN ROAD,Marion IN,46219,39.7691238,-86.02439759
MCGAVIC OUTDOOR POWER,KOKOMO,1800 E HAVENS CT,Howard IN,46901,40.49609325,-86.10697749
MCGAVIC OUTDOOR POWER,NOBLESVILLE,2280 WESTFIELD ROAD,Hamilton IN,46062,40.043948,-86.057824
MCGINTY CONVEYORS INC.,INDIANAPOLIS,5002 W WASHINGTON ST,Marion IN,46241,,
MCGINTY CONVEYORS INC.,LEBANON,1120 S PATTERSON STREET,Boone IN,46052,,
MCKINLEY PACKAGING,LEBANON,640 S STATE RD 39,Boone IN,46052,40.030668,-86.474612
MCKINLEY PACKAGING COMPANY,LEBANON,640 S STATE RD 39,Boone IN,46052,40.030668,-86.474612
MCMAHON TRUCKS CENTER,INDIANAPOLIS,1601 S HIGH SCHOOL RD,Marion IN,46241,,
MCMAHON TRUCKS CENTER,INDIANAPOLIS,4330 S HIGH SCHOOL RD,Marion IN,46241,39.7005418,-86.26916957
MCNEELY PLUMBING,INDIANAPOLIS,1701 E 38TH ST,Marion IN,46218,39.82470345,-86.12974349
MD LOGISTICS,PLAINFIELD,700 PERRY ROAD,Hendricks IN,46168,,
MDL DIE COMPONENTS,COLUMBUS,4572 N LONG RD,Bartholomew IN,47203,39.2463,-85.937906
"MECCA AUTO SALVAGE & RECYCLING, INC",ROCKVILLE,4491 WEST MECCA RD,Parke IN,47872,,
"MECHANICAL ELECTRICAL SYSTEMS, INC",INDIANAPOLIS,"8802 BASH ST, SUITE F",Marion IN,46256,39.91580643,-86.04220043
MEDXCEL FACILITIES MNGMT,INDIANAPOLIS,7702 WOODLAND DR,Marion IN,46278,39.8924503,-86.2659322
MEEK WELDING COMPANY,ROSSVILLE,5871 W 750 N,Clinton IN,46065,,
MEHKI TRANSPORTATION LLC,INDIANAPOLIS,6628 BEAR CREEK DRIVE,Marion IN,46254,39.85042935,-86.2775997
MEIJER,NOBLESVILLE,5956 PROMENADE SHOPS BLVD,Hamilton IN,46062,,
MELTING POINT METALWORKS LLC,BROWNSBURG,70 MARDALE DRIVE,Hendricks IN,46112,39.84728229,-86.40983696
MELTING POINT METALWORKS LLC,INDIANAPOLIS,2421 W 39TH ST,Marion IN,46228,39.82509755,-86.20276873
MEMORY VENTURES,FISHERS,8766 E 96TH STREET,Hamilton IN,46037,39.92746736,-86.01443122
MEMORY VENTURES,INDIANAPOLIS,5310 E 25TH STREET,Marion IN,46218,39.8043942,-86.07850959
MEMORY VENTURES,INDIANAPOLIS,8766 E 96TH STREET,Hamilton IN,46037,39.92838,-86.014961
MENARDS  #3070,TERRE HAUTE,1380 FT HARRISON RD,Monroe IN,47403,,
MENARDS  #3083,CARMEL,2150 E GREYHOUND PASS,Hamilton IN,46033,40.00115205,-86.12273076
MENARDS  #3084,INDIANAPOLIS,7140 S EMERSON AVE,Marion IN,46237,,
MENARDS  #3138,MUNCIE,3401 N NEBO RD,Delaware IN,47304,40.22015982,-85.46182552
MENARDS  #3146,KOKOMO,1715 E HAVENS ST,Howard IN,46901,40.49538197,-86.11039783
MENARDS  #3167,CAMBY,8301 WINDFALL LN,Morgan IN,46113,39.6405692,-86.3313129
MENARDS  #3169,GREENWOOD,300 S MARLIN DR,Johnson IN,46143,39.609621,-86.16183
MENARDS  #3174,BLOOMINGTON,1285 S LIBERTY DR,Monroe IN,47403,,
MENARDS  #3180,COLUMBUS,2315 MERCHANTS MILE,Bartholomew IN,47201,39.19612,-85.949962
MENARDS  #3337,INDIANAPOLIS,7701 E 42ND ST,Marion IN,46226,39.83332547,-86.03131337
MENARDS #3136,AVON,10555 E US HWY 36,Hendricks IN,46123,,
MENARDS #3156,LAFAYETTE,2850 S CREASY LANE,Tippecanoe IN,47905,40.3869962,-86.84327777
MENARDS #3165,ANDERSON,2245 E 67TH ST,Madison IN,46013,40.044226,-85.651462
MENARDS #3171,INDIANAPOLIS,7145 EAST 96TH ST,Marion IN,46250,,
MENARDS #3283,LEBANON,402 N SAM RALSTON RD,Boone IN,46052,40.051747,-86.489781
MENARDS #3363,TERRE HAUTE,1888 E JESSICA DR,Vigo IN,47805,39.375024,-87.386614
MENARDS #3511,WEST LAFAYETTE,2868 US 52 WEST,Tippecanoe IN,47906,40.469705,-86.960308
MENARDS REPAIR CENTER,TERRE HAUTE,1100 E HAYTHORNE AVE,Vigo IN,47805,39.52053319,-87.40093129
MERCER TECHNOLOGIES INC,TERRE HAUTE,1600 SAVANNAH AVENUE,Vigo IN,47804,,
MERCHANDISE WAREHOUSE,INDIANAPOLIS,3000 S SHELBY,Marion IN,46227,39.721189,-86.141054
MERCHANTS WAREHOUSING,CRAWFORDSVILLE,510 SHERIDAN,Montgomery IN,47933,40.036469,-86.891289
MERIDIAN BRICK LLC,TERRE HAUTE,5601 E PRICE DR,Vigo IN,47802,39.316793,-87.329948
MERMAID POOLS & SPAS,ANDERSON,182 W 300 N,Madison IN,46012,40.14984252,-85.6823687
"MERRELL BROTHERS, INC",KOKOMO,8811 W 500 N,Howard IN,46901,,
MESO INC,EAST LIVERPOOL,PO BOX 2626,Columbiana OH,43920,,
MESO INC,MARTINSVILLE,340 N LINCOLN STREET,Morgan IN,46151,39.43009347,-86.42143145
MESSER CONSTRUCTION CO,CINCINNATI,643 W COURT STREET,Hamilton OH,45203,39.10557208,-84.52520928
MESSER CONSTRUCTION CO,INDIANAPOLIS,9059 HAGUE ROAD,Marion IN,46256,39.92039794,-86.03289223
METAFAB,INDIANAPOLIS,226 LINCOLN AVE,Marion IN,46225,,
METALS & ADDITIVES CORP,BRAZIL,10665 N STATE RD 59,Clay IN,47834,39.543006,-87.128567
METHENY FARMS,ESCEOLA,4234 W STATE HWY 140,Mississippi AR,72370,35.702481,-90.219515
MEYER ENGINEERING,GREENSBURG,1420 W MAIN ST,Decatur IN,47240,39.3362776,-85.5042652
MEYER TRUCK EQUIPMENT,INDIANAPOLIS,4805 W. 96TH ST.,Marion IN,46268,,
MEYER TRUCK EQUIPMENT,ZIONSVILLE,7171 MAYFLOWER PARK DRIVE,Boone IN,46077,39.938221,-86.241268
MH EQUIPMENT,CHICAGO,4469 SOLUTIONS CENTER,Cook IL,60677,,
MH EQUIPMENT,DALEVILLE,15333 W COMMERCE,Delaware IN,47334,40.111831,-85.567223
MH EQUIPMENT,INDIANAPOLIS,5859 W RAYMOND ST,Marion IN,46241,39.73554135,-86.26068329
MH EQUIPMENT,TILTON,1644 GEORGETOWN ROAD,Vermilion IL,61833,40.09339173,-87.63545945
MIASA AUTOMOTIVE,YORKTOWN,2101 S WEST ST,Delaware IN,47396,40.17246987,-85.49962864
MICHAEL TEXTILES,LAFAYETTE,1600 CANAL RD,Tippecanoe IN,47904,40.432889,-86.888015
MICHIANA FORKLIFT,ELKHART,2921 MOOSE TRAIL,Elkhart IN,46514,41.72563744,-86.00423673
MICHIGAN LAUNDRY MACHINE SERVICES,INDIANAPOLIS,2950 PROSPECT STREET,Marion IN,46203,39.75284805,-86.11590915
MICROVOTE,INDIANAPOLIS,5451 N RURAL ST.,Marion IN,46220,39.8522323,-86.11682203
MID AMERICA BEVERAGE,KOKOMO,2755 COMMERCE DR,Howard IN,46904,40.45304544,-86.09261197
MID AMERICA SOUND CORP,GREENFIELD,6643 W 400 NORTH,Hancock IN,46140,39.841099,-85.928012
MID VALLEY SUPPLY,INDIANAPOLIS,2228 YANDES ST,Marion IN,46205,39.79829471,-86.13820386
MID-CITY PLATING CO,MUNCIE,921 E CHARLES ST,Delaware IN,47308,40.19082987,-85.37685585
MIDCOUNTRY MEDIA INC,KNIGHTSTOWN,27 NORTH JEFFERSON,Henry IN,46148,39.796079,-85.526026
MIDCOUNTRY MEDIA INC,KNIGHTSTOWN,6545 W CHURCH ST,Henry IN,46148,39.797706,-85.514078
MIDLAND PAPER,PLAINFIELD,2363 PERRY RD,Hendricks IN,46168,,
MIDWEST EXPRESS INC,GREENSBURG,1424 MAIN STREET,Decatur IN,47240,39.33627,-85.5044393
MIDWEST FIBER INC,TERRE HAUTE,4000 E STEELTON AVENUE,Vigo IN,47805,39.513848,-87.359727
MIDWEST LANDSCAPE INDUSTRIES INC,INDIANAPOLIS,6800 EAST 30TH STREET,Marion IN,46219,39.81113944,-86.04971151
MIDWEST MAINTENANCE & CONSTRUCTION,GREENWOOD,585 SAYRE COURT,Johnson IN,46143,39.6271192,-86.08579286
MIDWEST MAINTENANCE & CONSTRUCTION,GREENWOOD,PO BOX 7035,Johnson IN,46142,,
"MID-WEST METAL PRODUCTS CO., INC",MUNCIA,3142 SOUTH COWAN ROAD,Delaware IN,47302,40.166244,-85.403665
MIDWEST MODEL MAKERS,INDIANAPOLIS,5742 NORTH POST ROAD,Marion IN,46216,,
MIDWEST PAVING LLC,NOBLESVILLE,11827 GREENFIELD AVE,Hamilton IN,46060,40.00952567,-85.95607829
MIDWEST PRESORT,INDIANAPOLIS,3169 N SHADELAND,Marion IN,46226,,
MIDWEST REMEDIATION,INDIANAPOLIS,5858 THUNDERBIRD RD,Marion IN,46236,39.86227209,-85.98102229
MIDWEST REMEDIATION,INDIANAPOLIS,7711 RECORDS ST,Marion IN,46226,39.8358557,-86.0323013
MIDWEST REMODELING INC,PENDLETON,8575 S STATE RD 9,Madison IN,46064,39.980484,-85.753885
MIDWEST ROOFING SUPPLY,BLOOMINGTON,298 W COUNTRY CLUB DR,Monroe IN,47403,39.136036,-86.535006
MIDWEST ROOFING SUPPLY,INDIANAPOLIS,3331 RATON COURT,Marion IN,46226,,
MIDWEST ROOFING SUPPLY,INDIANAPOLIS,5220 W 76TH STREET,Marion IN,46268,,
MIDWEST STRUCTURAL SYSTEM,INDIANAPOLIS,8059 CASTLETON RD,Marion IN,46250,39.90171566,-86.05057857
MIDWEST SURPLUS LIQUIDATO,CONNERSVILLE,2100 N PARK RD,Fayette IN,47331,39.65877333,-85.12907331
MIDWEST SURPLUS LIQUIDATO,EVANSVILLE,880 S GREEN RIVER ROAD,Vanderburgh IN,47701,37.9642124,-87.4906836
MIDWEST SURPLUS LIQUIDATO,INDIANAPOLIS,2457 E WASHINGTON ST,,46210,39.76699375,-86.11970096
MIDWEST SURPLUS LIQUIDATO,INDIANAPOLIS,801 S EMERSON AVE,Marion IN,46203,39.75630135,-86.08047495
MIDWEST SURPLUS LIQUIDATORS,INDIANAPOLIS,801 S. EMERSON AVE,Marion IN,46203,39.75630135,-86.08047495
MIDWEST WAREHOUSING & FULFILLMENT,TERRE HAUTE,3181 N FRUITRIDGE AVE,Vigo IN,47804,39.506088,-87.360373
MIDWESTERN EQUIPMENT LC,COUNCIL BLUFFS,1210 35TH AVE,Pottawattamie IA,51501,41.22415704,-95.86267532
MIGHTY AUTO PARTS,INDIANAPOLIS,1021 E MICHIGAN ST,Marion IN,46202,39.773245,-86.1397712
MIKE ANDERSON ENTERPRISES,ALBANY,11801 N BLACK CEMETERY ROAD,Delaware IN,47320,40.296374,-85.294222
MIKE CUSKADEN,GREENSBURG,2136 N CR 120E,Decatur IN,47240,,
MILESTONE PRODUCTS INC,PITTSBORO,1300 E US HIGHWAY 136,Hendricks IN,46167,,
MILL CREEK SCHOOLS,CLAYTON,6631 S COUNTY RD 200 W,Hendricks IN,46118,39.66469453,-86.56003178
MILLER EADS CO INC,INDIANAPOLIS,2600 BOYD AVENUE,Marion IN,46218,39.730226,-86.134657
MILLER EADS CO INC,INDIANAPOLIS,4125 N KEYSTONE,Marion IN,46205,,
MILLER EADS CO INC,INDIANAPOLIS,PO BOX 55234,Marion IN,46205,,
MILLER TRANSPORTATION BUS SERVICE I,INDIANAPOLIS,1103 S TIBBS AVENUE,Marion IN,46241,39.751699,-86.21552625
MILLERS AG REPAIR,SUNMAN,11973 ST RD 48,Ripley IN,47041,39.168357,-85.040274
MILLERS TOWING,NOBLESVILLE,20583 CYNTHEANNE RD,Hamilton IN,46060,40.088297,-85.883015
MILROY BUILDING SUPPLY,MILROY,10703 SOUTH 365W,Rush IN,46156,,
MILROY BUILDING SUPPLY,MILROY,9074 S STATE RD 3,Rush IN,46156,,
MIRROR & GLASS CONCEPTS,CARMEL,950 3RD AVENUE SW,Hamilton IN,46032,39.96693283,-86.13103464
MITCHELL INDUSTRIES,MITCHELL,1407 W MAIN ST,Lawrence IN,47446,38.73156731,-86.48441536
MI-TECH METALS,INDIANAPOLIS,4701 MASSACHUSETTS AVENU,Marion IN,46218,,
MOBILE DRILL OPERATING COMPANY LLC,INDIANAPOLIS,3807 MADISON AVENUE,Marion IN,46227,,
MODERN ALUMINUM CASTING,TERRE HAUTE,1400 N 14TH ST,Vigo IN,47807,39.483111,-87.395544
MODERN MATERIALS INC,ROCHESTER,435 NORTH STATE ROAD 25,Fulton IN,46975,41.069043,-86.190593
MODESTY'S AUTO REPAIR,SEYMOUR,9444 E COUNTY RD 300 N,Jackson IN,47274,38.92506421,-85.8628366
MOHAWK INDIANA,INDIANAPOLIS,8525 E 33RD STREET,Marion IN,46226,39.8165036,-86.01759159
MOHAWK LABS LLC,INDIANAPOLIS,8401 E 33RD ST,Marion IN,46226,,
MOHLER FARMS,FRANKFORT,1929 W CR600N,Clinton IN,46041,,
MOHLER FARMS,FRANKFORT,2605 W CR550N,Clinton IN,46041,,
MOHR LOGISTICS PARK,WHITELAND,5559 N GRAHAM ROAD,Hamilton IN,46074,39.557097,-86.053877
MOORE RESTORATION INC,INDIANAPOLIS,3610 SHELBY ST,Marion IN,46227,39.71359292,-86.13956259
MOORFEED CORPORATION,GREENFIELD,4162 N EMS BLVD,Hancock IN,46140,39.843867,-85.917428
MORAN ENVIRONMENTAL RECOVERY LLC,FRANKLIN,225 INDUSTRIAL DRIVE,Johnson IN,46131,39.51400169,-86.07246653
MORGAN COUNTY FEED,MARTINSVILLE,349 E WALNUT,Morgan IN,46151,39.423766,-86.424625
MORGAN MONROE CONSTRUCTION SUPPLY L,MORGANTOWN,190 N CROSS STREET,Brown IN,46160,39.37195931,-86.26222208
MORRELL LLC,NOBLESVILLE,9589 EAST 153RD ST,Hamilton IN,46060,40.011638,-85.998527
MORRISON INDUSTRIAL EQUIP,SOUTH BEND,2505 N FOUNDATION DR,St. Joseph IN,46628,41.710761,-86.305133
MOUNTAIN GLACIER LLC,INDIANAPOLIS,1911 EXECUTIVE DRIVE,Marion IN,46241,39.739782,-86.25308266
MOUNTAIN GLACIER LLC,INDIANAPOLIS,8745 RAWLES AVE,Marion IN,46219,39.76202032,-86.01379583
MPM EQUIPMENT CO,BROWNSBURG,70 MARDALE DRIVE SUITE D,Hendricks IN,46112,39.84728229,-86.40983696
MRC WOOD PRODUCTS,BROWNSBURG,8945 MOTORSPORTS WAY,Hendricks IN,46112,,
MSD OF DECATUR TOWNSHIP,INDIANAPOLIS,5275 KENTUCKY AVENUE,Marion IN,46221,39.68646455,-86.27708209
MSD OF MARTINSVILLE,MARTINSVILLE,840 S OHIO STREET,Morgan IN,46151,39.41910386,-86.42332796
MSD OF WARREN COUNTY,WEST LEBANON,1224 STATE RD 263,Warren IN,47991,40.298033,-87.386631
MSD OF WAYNE TOWNSHIP,INDIANAPOLIS,7202 W MCCARTY STREET,Marion IN,46241,,
MSD WASHINGTON TOWNSHIP,INDIANAPOLIS,8550 WOODFIELD CROSSING BLVD,Marion IN,46240,,
MSGH LLC,INDIANAPOLIS,2212 Lafayette Rd,Marion IN,46222,,
MSI SURFACES,INDIANAPOLIS,8401 BEARING DR ST 200,Marion IN,46268,,
MULBERRY FEEDS,MULBERRY,424 S GLICK,Clinton IN,46058,40.340896,-86.66656
MULBERRY FIELDS PARK,ZIONSVILLE,9645 WHITESTOWN ROAD,Boone IN,46077,39.96474097,-86.2890009
MULHAUPT'S,LAFAYETTE,526 N EARL AVENUE,Tippecanoe IN,47905,40.42221913,-86.86068057
MY TE PRODUCTS,INDIANAPOLIS,9880 E 30TH ST,Marion IN,46229,39.81164645,-85.99310782
MYERS STEEL FABRICATING,ATTICA,1100 DIVISION ST,Fountain IN,47918,40.280816,-87.250689
N3 BOATWORKS,INDIANAPOLIS,7001 HAWTHORNE PARK,Marion IN,46220,,
NAKOMA PRODUCTS LLC,INDIANAPOLIS,2855 N FRANKLIN RD,Marion IN,46219,39.8094965,-86.02479459
NANOSONICS,INDIANAPOLIS,7205 East 87th St,Marion IN,46256,39.91419631,-86.04093757
NANSHAN AMERICA,LAFAYETTE,3600 ROUTE 52 SOUTH,Tippecanoe IN,47909,40.365356,-86.824125
NANSHAN AMERICA,LAFAYETTE,3600 US HWY 52 S,Tippecanoe IN,47905,40.365077,-86.826695
NAPA AUTO PARTS,GREENFIELD,18 S PENNSYLVANIA ST,Hancock IN,46140,39.784874,-85.77159383
NAPA RUSHVILLE,NOBLESVILLE,1448 CONNER STREET,Hamilton IN,46060,40.045859,-86.007109
NAPA RUSHVILLE,RUSHVILLE,2023 N STATE RD 3,Rush IN,46173,39.641071,-85.445769
NATARE CORPORATION,INDIANAPOLIS,5905 W 74th ST,Marion IN,46278,,
